SCNN1D	GALE
EIF3G	C11orf68
EIF3G	CTSF
EIF3G	MLF2
EIF3G	GET3
EIF3G	CCDC124
EIF3G	EXOSC5
ICAM5	LINC01503
CDC37	DPP7
CDC37	PARP2
CDKN2D	LDHA
TMED1	CCDC106
LDLR	INSIG1
KANK2	AEN
KANK2	ARID3A
KANK2	DOT1L
TMEM205	JTB
TMEM205	DYNLT1
TMEM205	CTSL
TMEM205	OR52I1
TMEM205	SAT2
ZNF653	FXYD4
ZNF627	ZFP2
ZNF627	MEF2B
ZNF491	GLMP
ZNF491	CHEK1
ZNF491	VPS33B-DT
WDR83OS	DPM3
WDR83OS	PSENEN
DHPS	COPS6
DHPS	SNHG7
TRIR	CCDC85B
TRIR	VKORC1
TRIR	RPS19BP1
GET3	AK1
HOOK2	ASTN2
JUNB	GADD45B
PRDX2	MEA1
PRDX2	CTSB
PRDX2	FBXL15
PRDX2	ECHS1
MAST1	CNTNAP1
MAST1	SSBP4
MAST1	SNPH
MAST1	IQSEC2
MAST1	PDZD4
CALR	GK5
CALR	LINC02473
CALR	HAVCR2
CALR	SRP14-AS1
IER2	CARS-AS1
CACNA1A	JPH3
ZSWIM4	MYO1C
MISP3	TM2D2
MISP3	B3GAT3
MISP3	RPS27L
MISP3	SNHG21
SAMD1	IRF2BP2
SAMD1	UCK1
SAMD1	ZBTB33
DNAJB1	HIST1H2BD
ADGRE2	OR7C1
OR7C1	OR7A5
USHBP1	SLC16A3
ABHD8	SEMA6C
NIBAN3	PTPRC
NIBAN3	SOS1-IT1
NIBAN3	SEPSECS-AS1
NIBAN3	XRCC1
NIBAN3	C5AR1
UNC13A	GFRA2
UNC13A	IGSF9B
RPL18A	JAGN1
RPL18A	SELENOP
RPL18A	YIPF3
RPL18A	RPS28
RPL18A	RPS19
RAB3A	CCK
RAB3A	NRN1
RAB3A	SLC25A22
RAB3A	JPT1
RAB3A	MAGEE1
JUND	NKX6-2
JUND	ARHGDIA
JUND	ZNF579
JUND	RAB33A
AC005253.1	ARIH2OS
AC005253.1	CBR3-AS1
UBA52	PSMB4
UBA52	CSNK2B
UBA52	GNB2
UBA52	PHB2
UBA52	PRR13
UBA52	EIF5A
REX1BD	GPAA1
REX1BD	CCS
TMEM59L	NSG1
TMEM59L	ITGA7
TMEM59L	ARHGEF25
COPE	SNHG32
SLC25A42	RSPH3
RFXANK	DESI1
NDUFA13	COX5B
NDUFA13	C4orf48
NDUFA13	UQCRQ
NDUFA13	PHPT1
NDUFA13	IFI27L2
NDUFA13	NME2
NDUFA13	RABAC1
NDUFA13	RPS9
NDUFA13	MIF
NDUFA13	PQBP1
NDUFA13	SSR4
YJEFN3	LINC00951
ZNF208	ZNF257
TSHZ3	PTCHD1
PDCD5	VDAC3
PDCD5	BLVRB
WDR88	RBM4B
CEBPG	ENTPD5
SCGB2B2	FSBP
ZNF30-AS1	KCNIP2-AS1
ZNF30-AS1	LINC01569
ZNF30-AS1	INCA1
ZNF30-AS1	LINC01549
ZNF30-AS1	LINC01521
HPN	VAX2
HPN	PTPRH
HPN	LINC01678
FXYD3	C1orf226
LGI4	KIAA0895L
FXYD1	ARHGAP9
FXYD1	SNN
MAG	FAAH
MAG	ACTG1
TMEM147	UFC1
TMEM147	IFRD2
TMEM147	ABT1
TMEM147	PPRC1
TMEM147	TSSC4
TMEM147	ELP5
TMEM147	CST3
TMEM147	RAB5IF
TMEM147	MAGED2
TMEM147	LAGE3
COX6B1	ANKRD50
COX6B1	TOMM7
PSENEN	ANAPC13
PSENEN	BUD31
PSENEN	SLC35A2
APLP1	TMEM151A
APLP1	MYADM
SDHAF1	IMP3
OVOL3	RGPD1
OVOL3	AL354989.1
POLR2I	PMVK
POLR2I	ATP5PD
POLR2I	RPL28
POLR2I	PPDPF
ZNF529-AS1	LINC02523
ZNF793-AS1	TSACC
ZNF793-AS1	LIPT1
ZNF793-AS1	RPP38
ZNF793-AS1	EID2B
SPINT2	TCTA
LGALS4	HYKK
CCER2	ZNF574
MRPS12	SNRPE
MRPS12	KBTBD4
MRPS12	NUDT14
MRPS12	YDJC
AC011443.1	POLH-AS1
LRFN1	MIR3976HG
LRFN1	FARSA
LRFN1	CCDC120
ZFP36	GADD45B
RPS16	RPL11
RPS16	RPL14
RPS16	RPLP2
RPS16	PA2G4
RPS16	RPS17
RPS16	AC016876.1
RPS16	RPL19
RPS16	NOP53
PSMC4	CHCHD5
TTC9B	CNIH2
TTC9B	CPNE7
TTC9B	SDCBP2
HIPK4	GABRG3-AS1
SERTAD1	PUS3
BLVRB	NOL3
SPTBN4	HS3ST2
SPTBN4	ZBTB46
SHKBP1	WFS1
MIA	RAB29
DMAC2	TP53RK
RABAC1	NAXE
RABAC1	TAF10
RABAC1	RPS15A
RABAC1	ATP5F1D
RABAC1	MRPS12
RABAC1	DDT
RABAC1	TSPO
ATP1A3	HOPX
ATP1A3	TMEM151B
ATP1A3	PRKAR1B
ATP1A3	LINC00599
ATP1A3	CHGA
ATP1A3	PKM
ATP1A3	FAM171A2
GRIK5	NBL1
GRIK5	REEP2
GRIK5	MLXIPL
GRIK5	ABR
LIPE-AS1	LINC02117
CXCL17	HNF1A-AS1
CEACAM1	SLC35G2
CEACAM1	ITPK1-AS1
CEACAM1	ITFG1-AS1
PSG8-AS1	PSG8
PSG1	PSG6
PSG1	PSG11
PSG1	PSG5
PSG6	PSG9
AC004784.1	PSG1
PSG5	PSG4
ZNF575	CTSH
ZNF575	C16orf96
ZNF575	KCNJ2-AS1
ZNF575	SWSAP1
XRCC1	PCLAF
XRCC1	ZNF774
XRCC1	CENPN
SRRM5	KCNMB3
SRRM5	LRRC56
SRRM5	C11orf52
SRRM5	NIBAN3
ZNF428	FIBP
ZNF428	BLOC1S1
ZNF428	PDK2
ZNF428	ROMO1
ZNF428	PCYT1B-AS1
SMG9	MIR29B2CHG
SMG9	AP003469.4
SMG9	NOXA1
SMG9	PNPLA7
SMG9	ST8SIA6
SMG9	NR1H3
SMG9	GPD1
SMG9	TMX1
SMG9	MSI2
SMG9	PAXBP1-AS1
GEMIN7-AS1	ZNF625
PPP1R13L	TIMELESS
GIPR	ADAM12
PNMA8A	PNMA8C
CALM3	ARF3
CALM3	SPRYD3
TMEM160	NUDT22
C5AR1	AJM1
BICRA-AS1	SMCR5
SELENOW	SEC61G
SELENOW	C15orf61
RPL18	RPSA
CA11	LMTK3
FUT2	CLBA1
FUT2	RNF213-AS1
PPP1R15A	TFR2
NUCB1-AS1	DNMBP-AS1
DHDH	CD96
DHDH	PCDHGA2
DHDH	ENPP1
DHDH	SMIM11A
BAX	TMEM44-AS1
BAX	CNPY3
BAX	MRPS17
BAX	C12orf10
BAX	DCTPP1
FTL	SYNC
FTL	RDH14
FTL	RPS25
FTL	UBC
FTL	PPIB
FTL	SNHG9
FTL	MYDGF
FTL	C19orf53
FTL	NDUFA6
C19orf73	FKBP2
SLC17A7	SYNPO
SLC17A7	SNCB
SLC17A7	PTK2B
SLC17A7	CACNB1
RPL13A	VWA1
RPL13A	TSC22D4
RPL13A	RPL27A
RPL13A	EEF1G
RPL13A	ACTG1
RPL13A	RPS5
RPS11	MAPK8IP1
RPS11	DNAJC4
RPS11	GABARAP
RPS11	TCEA2
CPT1C	LINC00880
PTOV1	SNRNP27
PTOV1	AUP1
PTOV1	CDK2AP2
PTOV1	ETFRF1
PTOV1	EFCAB11
PTOV1	PRPF31
AKT1S1	ZC2HC1A
JOSD2	PRELID1
JOSD2	SEC11C
SHANK1	AC005165.1
SHANK1	FADS6
CLEC11A	PACRG
CLEC11A	PPP1R35
CLEC11A	UQCC3
CLEC11A	POLD4
CLEC11A	SLC25A21-AS1
CLEC11A	LINC02256
ZNF614	SNAP23
ZNF808	TMEM231
ZNF816	USP44
ZNF160	ZNF415
ZNF415	ZNF347
PRKCG	ADCY1
PRKCG	NRIP3
CACNG8	ATCAY
CACNG8	RTN2
PRPF31	AUP1
PRPF31	CLTCL1
LENG1	REXO4
TMC4	LINC00582
TMC4	A2ML1
RPS9	STMN1
RPS9	FIS1
RPS9	NDUFB9
RPS9	PEBP1
RPS9	ELOB
RPS9	TIMM13
LENG9	COL4A3
LENG9	DEGS2
LENG9	PLCG1-AS1
RPL28	NUDT1
RPL28	COMMD3
RPL28	NDUFA3
UBE2S	AURKAIP1
UBE2S	NDUFB3
UBE2S	LINC00957
UBE2S	GSTP1
UBE2S	ATG101
UBE2S	COX5A
UBE2S	EMC6
UBE2S	BORCS6
UBE2S	MRPL27
UBE2S	TMEM147
ISOC2	HMGB2
EDDM13	COL8A1
EDDM13	CCDC60
VN1R1	DNALI1
VN1R1	LINC01990
VN1R1	ORAI3
ZNF154	FABP3
A1BG	TRAF3IP2
RPS5	SLC25A6
ZNF584	CDC42-AS1
ZNF584	CCDC51
ZNF584	SLC13A4
ZNF584	MAK16
ZNF446	TOE1
ZNF446	DECR2
ZNF446	CTRL
TRIM28	CDKN2C
MZF1-AS1	LINC00824
NRSN2	KIF22
TMEM74B	STRC
TMEM74B	YJEFN3
TMEM74B	HRH3
SNPH	ACHE
MRPS26	NFKBIL1
MRPS26	EID2
UBOX5-AS1	ZFP69
UBOX5-AS1	NECTIN1-AS1
DDRGK1	ANKMY1
DDRGK1	TOMM40
DDRGK1	CLDND2
CHGB	GPR68
MCM8-AS1	FMO4
MCM8-AS1	LCLAT1
MCM8-AS1	DMRT2
PLCB1	FRMD4A
LAMP5	HLA-F
LAMP5	PCDH8
SNAP25	GABRA1
SNAP25	CPLX2
SLX4IP	STPG2
SLX4IP	RASGRF2
SLX4IP	CKMT2-AS1
SLX4IP	AC020916.1
TASP1	ZRANB2-AS2
TASP1	ING2
OVOL2	LXN
SMIM26	PFN2
SMIM26	CUEDC2
RALGAPA2	EFHD1
RALGAPA2	HULC
RALGAPA2	MKLN1-AS
KIZ	ASB18
KIZ	AGAP5
KIZ	C11orf24
KIZ	ZNF470
KIZ-AS1	TMPRSS11F
KIZ-AS1	MAK
KIZ-AS1	ERVW-1
KIZ-AS1	LRRC19
KIZ-AS1	RHOF
CST3	APOE
SYNDIG1	UBE2D4
SYNDIG1	ZNF780B
ZNF337-AS1	IFT81
ZNF337-AS1	STARD6
HCK	LINC00544
DYNLRB1	SH3BGRL3
DYNLRB1	UBXN1
DYNLRB1	BANF1
DYNLRB1	EIF1
MAP1LC3A	PRR7
MAP1LC3A	HIP1
MAP1LC3A	PDCD5
TP53INP2	IFNG-AS1
GSS	C1orf94
CEP250	PPP1R13L
ROMO1	TUSC2
ROMO1	LRWD1
SCAND1	RNF5
SCAND1	SHB
SCAND1	COA8
SCAND1	PSMB3
RAB5IF	CD63
RAB5IF	MAPKAPK5-AS1
SLA2	USP21
NNAT	FBXO44
NNAT	LRRC4
NNAT	CHGB
VSTM2L	RGS4
VSTM2L	SCRT1
SNHG11	ZNF287
PTPRT	IGSF21
PTPRT	XKR7
PTPRT	RIMS4
SGK2	KLHL17
SGK2	MIPEP
TOX2	MELK
GDAP1L1	HIPK4
LINC01620	LLPH-DT
TTPAL	CHID1
TTPAL	DHODH
TTPAL	MMGT1
RIMS4	ZNF385D
RIMS4	PPFIA3
TP53TG5	LINC01006
TP53TG5	NRBP2
TP53TG5	ZNF845
TP53TG5	P2RX6
DBNDD2	SSNA1
DBNDD2	NOC4L
WFDC3	ESCO2
PLTP	AKAP13
PLTP	TMEM200C
SLC12A5	EMX1
SLC12A5	UNC5A
SLC12A5	SYT13
SLC12A5	HRK
SLC12A5	TLCD3B
SLC12A5	FMNL1
SLC12A5	SYT5
SLC12A5	GPRASP2
NCOA5	SLC8B1
NCOA5	GAS6-AS1
CDH22	TMEM63C
CDH22	DLG4
CDH22	NCAN
ZMYND8	ELOVL2-AS1
KCNB1	SCN1A-AS1
KCNB1	SLC45A4
KCNB1	TVP23A
KCNB1	CACNG3
PTGIS	FAM110C
TMEM189	LIN7C
CEBPB	PRMT5
ADNP-AS1	ZNF622
TSHZ2	CDON
PFDN4	FIGNL1
LINC01440	C1orf143
APCDD1L	NDP-AS1
APCDD1L-DT	TMEM269
APCDD1L-DT	ANKK1
TUBB1	ZNF395
ATP5F1E	LGALS1
ZNF831	SCX
PSMA7	LSM10
PSMA7	H2AFZ
PSMA7	RACK1
PSMA7	CYCS
AL121832.2	FSHR
AL121832.2	B3GNT9
AL121832.2	CBX8
PPDPF	HMGN2
STMN3	IL11RA
TCEA2	CYHR1
TCEA2	C20orf27
OPRL1	CKMT1A
PCMTD2	ZNF471
LIPI	HACD4
LIPI	IFIT2
LIPI	HIGD1B
LINC02246	PRELP
LINC02246	OXTR
LINC02246	FAM13A
LINC02246	KCTD21
LINC02246	C15orf48
C21orf91	HAGLR
C21orf91	CHRAC1
C21orf91	TACC2
LINC00320	KIF6
NCAM2	TAPT1-AS1
NCAM2	ELN
NCAM2	PLXDC2
NCAM2	PCDH17
ATP5PF	COMMD2
ATP5PF	MRPS33
LINC01673	TEX52
GRIK1	SHISA6
SOD1	CACYBP
SOD1	HSPE1
SOD1	NDUFAF4
SOD1	LSM7
HUNK	SIDT1
LINC00159	TRMT2A
MIS18A-AS1	MYOSLID
MIS18A-AS1	CCDC13-AS1
URB1-AS1	PGLYRP1
PAXBP1-AS1	MOG
PAXBP1-AS1	AC090114.2
PAXBP1-AS1	RASSF8-AS1
C21orf62	CNOT10-AS1
C21orf62	NAPA-AS1
C21orf62	PET117
OLIG2	ZNF853
LINC00945	PURG
OLIG1	KCNN3
OLIG1	CNP
OLIG1	OLIG2
IFNGR2	ZNF669
IFNGR2	OSMR
IFNGR2	TMEM139
DNAJC28	FEM1A
MRPS6	RCC1
MRPS6	ADAMTS4
MRPS6	LINC00467
MRPS6	LINC01376
MRPS6	SLC9B1
MRPS6	NPC1L1
MRPS6	AZIN1-AS1
MRPS6	SLC38A2
MRPS6	LINC02340
MRPS6	CDKL1
MRPS6	IFT140
MRPS6	TP53TG5
MRPS6	SLC5A3
SLC5A3	GLYCTK
SLC5A3	ZFYVE16
SLC5A3	PNISR
SLC5A3	SH2B2
SLC5A3	SAMD12-AS1
SLC5A3	TRMT12
SLC5A3	MIR181A2HG
SLC5A3	TRIM66
SLC5A3	TBX6
SLC5A3	ELAC1
SLC5A3	SDCBP2-AS1
SLC5A3	ZNF337-AS1
SLC5A3	LINC00310
LINC00310	CALML4
SMIM11A	FAM228A
CBR1	WDR83
DOP1B	TMEM189
KCNJ6	PRRX1
KCNJ6	KLHL29
ETS2	CCDC184
LCA5L	CBY3
LCA5L	SCUBE3
LCA5L	SACS-AS1
LCA5L	SCIMP
DSCAM	RGS7
DSCAM	XKR6
DSCAM	ATF7IP2
DSCAM	SEZ6L
BACE2	LINC00323
MX1	RSAD2
MX1	ITGB3
ABCG1	SLITRK1
ABCG1	PPP5D1
ABCG1	PLA2G4C
ERVH48-1	TMEM221
PDXK	P4HA2
CSTB	OST4
TRPM2	PLEKHG5
TRPM2	JAK3
TRPM2	DENND6B
SUMO3	CITED2
COL18A1	BCAN
COL18A1	ACTN2
COL6A1	NAT8L
S100B	ATP8B2
SLC25A1	PEA15
SLC25A1	PFDN2
MRPL40	NDUFS5
MRPL40	ARL2
GP1BB	CAMKV
GP1BB	ZYX
GP1BB	NME4
GP1BB	CHD3
GP1BB	STAC2
TRMT2A	DOCK7
RTN4R	RASD2
THAP7	CDC37
P2RX6	C20orf203
YDJC	PAGR1
TOP3B	HYPK
ZNF280B	ZMYND12
ZNF280B	NUDT7
RSPH14	NEXN-AS1
RSPH14	PGM5
RSPH14	TK1
CHCHD10	TGFBR3L
CHCHD10	LGI4
CHCHD10	DBP
CHCHD10	ZNF582
CHCHD10	BEX2
MIF	MZT2B
MIF	ZNHIT1
MIF	PAG1
DDTL	FXYD3
SGSM1	PLEKHA6
GRK3	ANKDD1A
GRK3	XKRX
SEZ6L	NEUROD2
SEZ6L	CACNG2
HSCB	PI4K2B
ZNRF3-AS1	MFSD9
GAS2L1	PANK4
NEFH	NPR2
UQCR10	HINT1
UQCR10	PNMA1
UQCR10	SELENOW
TCN2	KLHL41
TCN2	ZNF502
TCN2	CRHBP
TCN2	SND1-IT1
TCN2	LETM2
TCN2	CA13
TCN2	TMED2-DT
TCN2	CLUAP1
TCN2	ADAP2
INPP5J	CTXND1
YWHAH	SNN
YWHAH	CALM3
YWHAH	TCEAL5
SYN3	GLIS3
SYN3	RYR3
CACNG2	GALNT14
CACNG2	SRRM3
IFT27	C2orf73
IFT27	SCOC-AS1
PDXP	SHISA8
POLR2F	LDLRAD4
MAFF	STX3
MAFF	ASPA
KCNJ4	FNDC10
KCNJ4	GPR61
KCNJ4	KCNF1
KCNJ4	DIRAS1
KDELR3	RBPMS
TOMM22	ZNF524
RPL3	PYURF
RPL3	TSR3
RPL3	PSMC5
RPL3	RPS11
RPL3	TCEAL7
RPS19BP1	CREB3
RPS19BP1	CHCHD1
RPS19BP1	MIEN1
CACNA1I	PTCH2
CACNA1I	DRD1
CACNA1I	CBFA2T3
ADSL	RCC2
ADSL	ISG20L2
ST13	DNAJB4
ST13	DNAJA1
ST13	SVIP
ST13	HMGB1
ST13	AHSA1
ST13	PLCG2
L3MBTL2	WARS2-AS1
L3MBTL2	FLNC-AS1
SREBF2-AS1	MIR4453HG
TSPO	HYI
TSPO	TUBA1A
EFCAB6	BOLA3-AS1
EFCAB6	KEAP1
SULT4A1	MAL2
PIM3	HMGA1
PIM3	REC8
PIM3	TRIM47
HDAC10	NAB2
MAPK12	DIPK1B
MAPK12	CORO1A
MAPK11	VWA5B2
CHKB-DT	CAD
MAPK8IP2	BAP1
MAPK8IP2	ABHD8
CSF2RA	CSF3R
IL3RA	DNAJC2
IL3RA	DNAJB7
SLC25A6	CHCHD10
AKAP17A	ARMC3
PRKX	SEMA4B
FRMPD4	SLC8A1
FRMPD4	ROBO2
FRMPD4	RIMS2
FRMPD4	BRINP1
FRMPD4	NAV3
TMSB4X	ATP5MF
TMSB4X	DYNLRB1
REPS2	MEIS1
NHS	SLC35F3
RPS6KA3	NTM-AS1
RPS6KA3	KCNJ14
CNKSR2	FMN2
CNKSR2	SCN2A
CNKSR2	OSBPL6
CNKSR2	FGF5
CNKSR2	TBC1D9
CNKSR2	TTC39B
CNKSR2	ATP8A2
CNKSR2	HS6ST3
CNKSR2	SYT16
YY2	LYSMD1
YY2	ATRIP
PRDX4	PUSL1
PRDX4	PDLIM2
PRDX4	TALDO1
ZFX	KDM6A
PCYT1B-AS1	HAAO
TAB3	SLC24A2
TAB3	PLPPR1
MID1IP1	CDK2AP1
MID1IP1	SAMD1
GPR82	FANCA
MAOB	STAT4
MAOB	KCNIP4-IT1
MAOB	LHX2
MAOB	LINC00343
MAOB	VWA3A
NDP-AS1	CASC19
DIPK2B	AJAP1
DIPK2B	CCDC13
DIPK2B	ARAP3
ZNF674-AS1	DUSP26
CHST7	CTSK
CHST7	DUSP19
CHST7	LINC02112
CHST7	ANXA2R
CHST7	AP003352.1
JADE3	CPM
NDUFB11	NDUFB2
SYN1	CLIP3
ZNF630-AS1	ALKAL2
ZNF630-AS1	P4HA2-AS1
ZNF630-AS1	C17orf53
FTSJ1	RNF166
EBP	CLMP
EBP	G6PD
GATA1	F5
GATA1	TMCO5A
PCSK1N	MOAP1
PCSK1N	DLGAP1-AS5
PQBP1	P2RX7
PQBP1	NT5C
PQBP1	FDX2
CCDC120	FBXW9
NUDT11	JAG2
GSPT2	GPR27
FAM156A	DCK
FAM156A	TAS2R30
IQSEC2	SNX32
IQSEC2	CAMKK1
IQSEC2	ZFR2
HSD17B10	NCL
HSD17B10	FAM20C
TSR2	TSTA3
TSR2	MED19
MAGEH1	HHIP-AS1
MAGEH1	CFL2
SPIN2A	LINC01818
SPIN2A	DALRD3
SPIN2A	SPATA12
SPIN2A	LINC02069
HEPH	DANT2
DGAT2L6	PCDH12
DGAT2L6	CDHR5
DGAT2L6	LINC01195
PDZD11	GLB1L
PDZD11	SLC31A2
GJB1	CCNE2
GCNA	RBP1
GCNA	PUS7
GCNA	EMSY
RPS4X	REX1BD
RPS4X	FUZ
FAM226B	ABRACL
XIST	TSIX
JPX	PUDP
NEXMIF	EML6
NEXMIF	SULF2
DRP2	GRIP2
DRP2	NECAB2
RPL36A	RPL35A
RPL36A	HEBP1
RPL36A	RPL6
RPL36A	ATP5F1E
TCEAL6	CTXN3
TCEAL6	LAMP5
BEX5	TSTD1
BEX5	TRIM17
BEX5	IGSF10
BEX5	LGI2
BEX5	SHANK2-AS1
BEX5	RAB15
GPRASP1	ECM1
GPRASP2	HECTD3
GPRASP2	CDK5R2
GPRASP2	STEAP2
GPRASP2	MMD
BEX4	SNHG8
BEX4	LINC01003
BEX4	UQCRFS1
BEX2	DCBLD2
TCEAL7	CD81
TCEAL7	VBP1
TCEAL9	WDHD1
BEX3	ATP5MPL
BEX3	TCEAL2
TCEAL1	PLEKHA4
SLC25A53	PIK3IP1-AS1
PAK3	NMNAT2
PAK3	MYO1B
PAK3	SPHKAP
PAK3	KCNMB2
PAK3	CLDN16
PAK3	MEF2C
PAK3	LRRC6
DCX	COL19A1
ALG13-AS1	IL7
ALG13-AS1	PRB1
ALG13-AS1	ALOX12
TRPC5	KIT
TRPC5	IZUMO1
PGRMC1	MYL12A
SLC25A5	DBI
SLC25A5	HNRNPAB
SLC25A5	FAM50B
SLC25A5	LSM5
SLC25A5	U2AF1L4
SLC25A5	PSMA7
RNF113A	RAPGEF4-AS1
RNF113A	MGST2
RNF113A	PRKX-AS1
ZBTB33	KBTBD6
SMARCA1	SLC6A6
ZDHHC9	VASH2
ZDHHC9	TMEM123
ENOX2	KIRREL3
ENOX2	LINC00320
RAP2C-AS1	CATSPERE
RAP2C-AS1	MAN1B1-DT
RAP2C-AS1	LYRM9
RAP2C-AS1	IMPACT
RAP2C-AS1	LINC01416
RAP2C-AS1	CFAP410
RAP2C-AS1	F8
CCDC160	RHPN2
HPRT1	CGN
FAM122C	ZNF157
RTL8C	GRINA
RTL8C	NINL
MMGT1	FAM98C
FGF13	THSD7A
FGF13	SULF1
FGF13	SLC9A7
ATP11C	CRIM1
ATP11C	PRKCE
ATP11C	RHOBTB1
ATP11C	SPATA2
SPANXA2-OT1	LMLN
FMR1-IT1	LINC02551
GABRA3	LHFPL4
GABRA3	LINC01322
PNMA6A	NME1
IDH3G	EBNA1BP2
SSR4	KRTCAP2
SSR4	SLC25A4
SSR4	CCR10
PDZD4	ARRB2
ARHGAP4	PDGFRA
RPL10	ARRDC1-AS1
RPL10	ARL16
ATP6AP1	SLC22A17
ATP6AP1	BCKDK
MTCP1	ANKRD53
MTCP1	EDNRA
TMLHE-AS1	PKP4-AS1
TMLHE-AS1	FN1
TMLHE-AS1	EHMT2-AS1
TMLHE-AS1	COL10A1
TMLHE-AS1	ZC2HC1C
TMLHE-AS1	ALG13-AS1
ZFY	PCDH11Y
USP9Y	JPX
USP9Y	DDX3Y
USP9Y	TTTY14
DDX3Y	XIST
UTY	NLGN4Y
TMSB4Y	ZFY-AS1
NLGN4Y	ZFY
KDM5D	ZFX
KDM5D	DDX3X
KDM5D	RPS4Y1
KDM5D	LINC00278
KDM5D	PRKY
KDM5D	UTY
KDM5D	TMSB4Y
KDM5D	EIF1AY
TTTY10	KDM5C
EIF1AY	CD24
EIF1AY	TTTY10
MT-ND1	MT-ND4
MT-ND2	MT-ATP8
MT-ND2	MT-ND5
MT-CO2	MT-ND2
MT-CO2	MT-ND3
MT-ATP6	MT-ND1
MT-ATP6	MT-CO2
MT-ATP6	MT-CO3
MT-ATP6	MT-CYB
MT-CO3	MT-ND5
MT-ND3	TUBB4A
MT-ND4	MT-ND4L
MT-ND5	MT-CO1
MT-ND5	MT-ND4L
