AGRN	MAP4K2
ZNF830	PUS3
ZNF830	TEX30
SLFN5	AC022916.1
AC015849.3	MASP2
AC015849.3	GNGT1
AC015849.3	RDH11
AC015849.3	PINLYP
AC015849.1	GZMM
MYO19	POLG2
AATF	CLMAT3
TBC1D3D	AC104407.1
TBC1D3D	AC245519.1
TBC1D3D	MRM1
TBC1D3D	AC006946.2
TBC1D3D	AC004556.1
ARHGAP23	CHAC2
ARHGAP23	CCDC51
ARHGAP23	PLBD2
ARHGAP23	SAMD4B
ARHGAP23	TEF
SRCIN1	VLDLR-AS1
SRCIN1	ARHGAP22
SRCIN1	CHST6
SRCIN1	MGAT3
AC006449.6	AC026979.3
RPL23	PLEKHA6
RPL23	OAF
RPL23	CTDP1
RPL23	XRCC1
RPL19	RPL22L1
RPL19	BTF3
RPL19	RPL10A
RPL19	BAIAP2L1
RPL19	RPL10
RPL19	TAF1L
RPL19	AC010528.1
TCAP	AC138894.1
MIEN1	POLE4
MIEN1	DYNLT1
MIEN1	TMEM60
MIEN1	POLR2J
MIEN1	NKIRAS2
MIEN1	WFDC2
MIEN1	FAM32A
MIEN1	EXOSC5
IGFBP4	AC110491.1
KRT10	LSM10
KRT10	GLRX2
KRT10	ZNF669
KRT10	C1GALT1C1L
KRT10	DDX18
KRT10	DBI
KRT10	AC012306.2
KRT10	JAGN1
KRT10	TEX264
KRT10	AC073352.1
KRT10	PRELID1
KRT10	RACK1
KRT10	SNHG15
KRT10	AC002467.1
KRT10	SPIN2B
KRT10	C1GALT1C1
KRT10	BRD3OS
KRT10	SSNA1
KRT10	MRPL17
KRT10	MRPL43
KRT10	BTG1
KRT10	MIEN1
KRT10	GRN
KRT10	MRPS26
KRT10	OCEL1
KRT10	C19orf73
KRT10	AL021453.1
EIF1	MAN1C1
EIF1	YBX1
EIF1	MOB4
EIF1	EIF1B
EIF1	MRPL47
EIF1	FAM200B
EIF1	CDKN2AIP
EIF1	TAF7
EIF1	LINC00847
EIF1	NOL7
EIF1	LINC00106
EIF1	SARAF
EIF1	THAP1
EIF1	COMMD5
EIF1	ETFRF1
EIF1	ATG101
EIF1	RTRAF
EIF1	AL138995.1
EIF1	SNHG10
EIF1	BTBD6
EIF1	RSL24D1
EIF1	C15orf61
EIF1	PPCDC
EIF1	DEXI
EIF1	POLR2C
EIF1	THAP11
EIF1	MAP1LC3B
EIF1	TMEM199
EIF1	PEX12
EIF1	MYL12A
EIF1	SNAPC2
EIF1	HPN-AS1
EIF1	ZNF260
EIF1	SELENOW
EIF1	ZNF667-AS1
EIF1	COMT
CNP	ELOVL1
CNP	PRR18
CNP	PPIF
CNP	TPPP3
KAT2A	PIDD1
KAT2A	TAF1C
KAT2A	CDK10
HSPB9	AC118553.2
HSPB9	HEXA-AS1
STAT3	IFI16
STAT3	BTG2
STAT3	PARP9
STAT3	LYAR
STAT3	AC005609.5
STAT3	SLC35D2
STAT3	SHMT1
STAT3	SOCS3
STAT3	FAM182B
HSD17B1	AHDC1
HSD17B1	AC010531.1
HSD17B1	TOP3B
HSD17B1	RWDD2B
COASY	CPTP
COASY	NRM
COASY	RGP1
MLX	HILPDA
COA3	LINC01422
CNTD1	UQCC2
RPL27	TMA7
RPL27	RPS18
RPL27	RPL23
RPL27	ZNF341
VAT1	MEPCE
BRCA1	SLC22A5
MEOX1	HAVCR1
MEOX1	DPP9-AS1
MPP3	CHRNA10
MPP2	PRCP
ASB16	C16orf71
AC003102.1	TMEM147-AS1
RUNDC3A	RIN1
RUNDC3A	CDK5R1
RUNDC3A	AMH
SLC25A39	DAXX
SLC25A39	DRG2
SLC25A39	MVB12A
SLC25A39	HAUS5
ITGA2B	JAZF1-AS1
ADAM11	RHPN1
ADAM11	CORO6
ADAM11	PLPPR2
PLCD3	AP000880.1
AC138150.1	HGSNAT
AC138150.1	SNX31
AC138150.1	IDNK
AC138150.1	ZNF337-AS1
AC008105.3	GPR161
AC008105.3	TRPC6
AC091132.5	NSF
MAPT	GGA2
MAPT	MAPT-AS1
ARL17B	AC091132.5
ARL17B	LINC02210-CRHR1
ARL17B	KANSL1-AS1
ARL17B	LRRC37A
ARL17B	ARL17A
ARL17B	AC005670.2
LRRC37A2	ARL17A
ARL17A	AC103810.2
RPRML	NYAP1
AC068234.1	TMEM51
AC068234.1	AC078883.1
AC068234.1	AL589743.5
AC040934.1	HCG11
AC040934.1	HOMEZ
AC025682.1	AL034417.2
AC025682.1	AL132780.1
AC025682.1	AC010547.1
CDK5RAP3	RNASEH1
CDK5RAP3	GUSB
SKAP1-AS1	MAB21L3
B4GALNT2	AC074327.1
B4GALNT2	TMEM150B
ZNF652	FMO5
ZNF652	KHDRBS3
ZNF652	AC091180.5
ZNF652	KIF19
ZNF652	SAMHD1
ZNF652	HIF3A
AC091180.2	BIRC3
AC091180.5	CTBS
AC091180.5	ARHGAP31
AC091180.5	DTHD1
AC091180.5	OGFRL1
AC091180.5	PRKX
AC091180.5	AC091180.2
AC091180.5	ABCA6
AC091180.5	MKNK2
PHB	TMEM203
PHB	LRRC59
NGFR	HK2
AC015795.1	AC069222.1
AC027801.1	LINC02107
AC027801.1	SNX18
AC027801.1	TNXB
AC027801.1	AL159174.1
AC027801.1	DNAJB13
AC027801.1	AC026786.1
AC027801.1	AC007218.2
AC027801.1	TEKT3
AC027801.1	PYY
AC027801.1	AC020907.4
PDK2	ZBTB18
TMEM92-AS1	LINC00538
TMEM92-AS1	FBXW12
TMEM92-AS1	P2RY1
TMEM92-AS1	AL031118.1
TMEM92-AS1	CLDN4
TMEM92-AS1	AL356258.1
TMEM92-AS1	TBC1D26
TMEM92-AS1	C20orf202
ACSF2	DGAT2
RSAD1	TNIP2
AC021491.1	DMRT1
ABCC3	CNBD1
ANKRD40	TAF13
ANKRD40	RAB33B
ANKRD40	FOXO4
ANKRD40	CHRAC1
ANKRD40	KLHL9
ANKRD40	LIN7C
ANKRD40	GATC
ANKRD40	SALL1
ANKRD40	FTSJ3
AC005921.2	AL136322.1
AC005921.2	B4GALT4-AS1
AC005921.2	AC021088.1
AC005921.2	AP005899.1
AC091062.1	FCRLA
CA10	MARC1
CA10	E2F3
TOM1L1	SNAI3
C17orf67	LINC00862
C17orf67	PKDCC
C17orf67	AC097461.1
C17orf67	LINC02102
C17orf67	LYRM2
C17orf67	PURB
C17orf67	AC004522.2
C17orf67	PRICKLE3
C17orf67	EPHX2
AC007114.1	AL160035.1
AC007114.1	PLEKHG4
MSI2	TIMM17A
MSI2	GAR1
MSI2	TEAD1
MSI2	TMEM120B
MSI2	C19orf48
CUEDC1	H6PD
CUEDC1	AL139807.1
CUEDC1	AP006621.3
CUEDC1	ADCK1
DYNLL2	AC104825.1
SUPT4H1	AP001029.1
SEPT4	MTFR1L
SEPT4	C1orf123
SEPT4	ADI1
SEPT4	ATP10D
SEPT4	AGPAT1
SEPT4	RXRB
SEPT4	FASTK
SEPT4	PLLP
SEPT4	AC087742.1
SEPT4	QTRT1
SEPT4	ZNF784
GDPD1	RBM15-AS1
GDPD1	AP003438.1
YPEL2	BANP
YPEL2	SOCS3
YPEL2	SEC14L6
AC091059.1	RBM5-AS1
AC091059.1	AC072022.1
LINC01476	IL12RB1
AC091271.1	C6orf120
AC091271.1	AL136038.3
AC091271.1	AC007786.1
USP32	SYNJ2
BRIP1	MYO15A
MRC2	RSPH9
AC005821.1	MARCH10
TANC2	PIEZO1
TANC2	AC005821.1
AC006270.1	TMEM156
AC006270.1	SV2B
AC006270.1	AC005972.4
AC015923.1	GOLGA6L7
AC015923.1	AC005920.2
AC015923.1	AP005120.1
AC046185.1	SLC9C2
AC046185.1	LINC02043
AC046185.1	AC139722.1
PSMC5	SIGMAR1
PSMC5	EID2
CEP95	MZT2A
CEP95	AC008840.1
LRRC37A3	KANSL1
LRRC37A3	ARL17B
LRRC37A3	LRRC37A2
AC037487.1	AL158166.2
PITPNC1	CTNNAL1
C17orf58	SMIM19
ABCA6	ABCA9
KCNJ2	PHC1
SOX9	PRR18
SOX9	RRM2B
SLC39A11	CTPS1
SLC39A11	AC096677.1
SLC39A11	TMEM17
SLC39A11	SERPINE2
SLC39A11	SSUH2
SLC39A11	RAD18
SLC39A11	SLC45A2
SLC39A11	CCDC3
SLC39A11	TSPAN14
SLC39A11	TSFM
SLC39A11	MAPKBP1
SLC39A11	AC009163.4
SLC39A11	PIEZO2
SLC39A11	PRELID3A
SLC39A11	LMTK3
SLC39A11	LSS
COG1	LRRC57
RPL38	RPS27
RPL38	ZNF445
RPL38	SNHG19
RPL38	ATP2C2-AS1
RPL38	PCIF1
RPL38	AC011468.3
AC100786.1	AL138689.2
AC100786.1	YPEL1
KIF19	CCNQ
KIF19	KCNMB4
KIF19	STAT5A
KIF19	BTBD17
KIF19	ITGB4
BTBD17	ANGPT1
NT5C	PPP1R35
MRPS7	CLP1
AC022211.2	EDC4
AC022211.2	ZNF607
AC011933.4	ATP2A1
SMIM5	LMCD1
SMIM6	AC034228.1
SMIM6	TSPYL5
ITGB4	CASZ1
ITGB4	LINC01010
H3F3B	RARRES3
H3F3B	BTG3
UNK	LOXL2
UNK	LACTB
UNC13D	BOK-AS1
UNC13D	ADAM8
UNC13D	STX4
WBP2	PEF1
WBP2	H1FX
WBP2	TAF9B
TRIM47	BOLA3-AS1
TRIM47	TMEM150A
TRIM47	SEPT8
TRIM47	AC092111.1
TRIM47	PIM3
EXOC7	C2orf72
EXOC7	MORN4
EXOC7	POLL
UBALD2	PIM1
QRICH2	AL139260.1
QRICH2	CRIP3
AC015802.4	SRL
JMJD6	THAP3
JMJD6	MGME1
MFSD11	AC004884.2
MFSD11	AC005225.3
MFSD11	TMEM143
C17orf99	AL096865.1
SYNGR2	CACFD1
SYNGR2	ARMC5
TMEM235	AC005332.3
SOCS3	MEST
SOCS3	VWA5A
AC061992.1	AC127522.1
CYTH1	USP13
CYTH1	YEATS2
CYTH1	NDST1
CYTH1	ZNF107
CYTH1	TRAPPC9
CYTH1	AL160269.1
CYTH1	GRID1
CYTH1	AL133325.3
LGALS3BP	AC083862.2
RBFOX3	MAP3K9
NPTX1	AC104964.1
RPTOR	VEPH1
RPTOR	AC025171.4
RPTOR	PIM2
RPTOR	THAP12
RPTOR	PPP2R1B
RPTOR	RBM19
RPTOR	AC027682.6
AATK	AC097478.1
AATK	ZMIZ2
AATK	ARRDC1
AATK	CCDC9B
AATK	LCAT
AATK	ARFGAP1
AATK	BRSK1
PVALEF	AL162391.1
AC110285.3	AL031709.1
AC110285.1	SMIM19
AC110285.1	AL157935.2
AC110285.1	AK8
AC110285.1	AP005230.1
AC110285.1	ZNF529-AS1
ACTG1	AL137802.2
ACTG1	RHOC
ACTG1	PCDHB10
ACTG1	EMD
FAAP100	C3orf18
FAAP100	LRRC24
OXLD1	AP001437.1
MCRIP1	DMAP1
MCRIP1	RIC8A
MCRIP1	ADAMTS17
MCRIP1	RPUSD1
MCRIP1	ZNF205
ARHGDIA	FSCN1
ARHGDIA	HGH1
ARHGDIA	C11orf68
ARHGDIA	GSK3A
ARHGDIA	SCAF1
ANAPC11	CMTR2
ANAPC11	WDR83
PCYT2	FASN
SIRT7	SPATA33
MAFG	AC018816.1
MAFG	ZNF778
AC145207.1	VAX2
DCXR	AC092042.3
DCXR	TMEM120A
RFNG	ABTB1
RFNG	MELTF-AS1
RFNG	AC073111.5
FASN	MVD
CCDC57	SLC25A24
LINC01970	AC112907.3
TBCD	SLC35E2B
TBCD	SKI
TBCD	YIPF1
TBCD	PDE4DIP
TBCD	AC124016.2
TBCD	TMEM131L
TBCD	KDM1B
TBCD	TRAM2
TBCD	SLC25A14
TBCD	BIN3
TBCD	FBXO43
TBCD	PRMT3
TBCD	MACROD1
TBCD	SORBS1
TBCD	FUOM
TBCD	AQP6
TBCD	AC145422.1
TBCD	RAB27A
TBCD	LARP6
TBCD	GGA2
TBCD	AC010618.3
TBCD	AL022328.4
TBCD	PDXK
CLUL1	SMIM22
ENOSF1	SLC2A1-AS1
ENOSF1	TTF2
ENOSF1	TMEM81
ENOSF1	STARD7
ENOSF1	LAMB2
ENOSF1	AC012467.2
ENOSF1	AC008667.1
ENOSF1	FKBP14
ENOSF1	AZIN1-AS1
ENOSF1	APLP2
ENOSF1	DCLRE1C
ENOSF1	P2RX4
ENOSF1	LINC02352
ENOSF1	PVALEF
ENOSF1	SGK2
ENOSF1	ZNF418
ENOSF1	AP000302.1
AP000894.3	ADRA1B
AP000894.3	EFHC2
AP000894.3	TENT5D
AP000894.3	HMCN2
AP000894.3	AC124657.1
AP000894.3	RPS6KB2-AS1
AP000894.3	ANO1
AP000894.3	EMP2
AP000894.3	OTOA
AP000894.3	KCTD11
AP000894.3	Z98885.2
AP005328.1	RBM24
METTL4	AL133245.1
METTL4	AC068205.1
AP001011.1	AC093495.1
AP001011.1	OPA1-AS1
AP001011.1	AC078842.2
AP001011.1	PCA3
AP001011.1	BTBD18
AP001011.1	AL049840.1
AP001011.1	TCF4-AS2
AP001011.1	AC245452.1
AP005329.2	FOXJ2
MYL12B	MED19
MYL12B	NRBF2
MYL12B	MRPS23
DLGAP1	TNR
DLGAP1	SUSD4
DLGAP1	CHRM3
DLGAP1	NRXN1
DLGAP1	BCL11A
DLGAP1	ST6GAL2
DLGAP1	ANKRD30BL
DLGAP1	SLC38A11
DLGAP1	PTPRG
DLGAP1	CADPS
DLGAP1	FAM19A1
DLGAP1	STXBP5L
DLGAP1	LINC02232
DLGAP1	CCSER1
DLGAP1	SYNPO2
DLGAP1	RNF150
DLGAP1	HCN1
DLGAP1	MEF2C-AS1
DLGAP1	PRR16
DLGAP1	FSTL4
DLGAP1	GRM1
DLGAP1	RUNDC3B
DLGAP1	KCND2
DLGAP1	AL591501.1
DLGAP1	DCX
DLGAP1	CSMD1
DLGAP1	UNC5D
DLGAP1	ZMAT4
DLGAP1	KCNB2
DLGAP1	RALYL
DLGAP1	AC090568.2
DLGAP1	LINGO2
DLGAP1	GABBR2
DLGAP1	KIAA1549L
DLGAP1	GRM5
DLGAP1	CNTN5
DLGAP1	CAMK1D
DLGAP1	KIAA1217
DLGAP1	ATRNL1
DLGAP1	FAM19A2
DLGAP1	GRIP1
DLGAP1	MTUS2
DLGAP1	DCLK1
DLGAP1	MIR4500HG
DLGAP1	DZIP1
DLGAP1	HS6ST3
DLGAP1	MEG8
DLGAP1	GABRB3
DLGAP1	GABRG3
DLGAP1	UNC13C
DLGAP1	NTRK3
DLGAP1	SHISA9
DLGAP1	ASIC2
DLGAP1	CA10
DLGAP1	NOL4
DLGAP1	AC091138.1
DLGAP1	PLCB1
DLGAP1	CACNA1A
DLGAP1	CACNG8
DLGAP1	DSCAM
DLGAP1-AS1	DLGAP1-AS2
AP005203.1	AC009975.2
AP005203.1	AC104088.1
AP005203.1	AC078980.1
AP005203.1	LINC02201
AP005203.1	TBXA2R
AP005203.1	RGL3
AP005203.1	SSC5D
AP005203.1	IGLV10-54
L3MBTL4	ISG20
AP001021.2	SPATA1
AP001021.2	AL591686.2
AP001021.2	AC093766.1
L3MBTL4-AS1	WDR93
PIEZO2	PRKCE
PIEZO2	RBM43
AP005120.1	EDNRB
GNAL	MAP3K20
GNAL	ADAMTS6
GNAL	MOXD1
GNAL	ANO6
GNAL	PTPRB
IMPA2	TNFAIP8
CIDEA	ACOT9
PRELID3A	AP001029.2
AP002449.1	AL356512.1
AP005901.2	LINC01632
AP005901.2	AP005242.1
GREB1L	ALDH18A1
ABHD3	AC068286.1
ABHD3	KCTD6
ABHD3	FGF2
ABHD3	EDA
ABHD3	OR1L8
ABHD3	PARPBP
ABHD3	LGMN
ABHD3	BAHD1
ABHD3	LINC01572
ABHD3	PDXK
MIB1	MMACHC
MIB1	MSH4
MIB1	CPOX
MIB1	ANKHD1-EIF4EBP3
MIB1	BNIP1
MIB1	PLPP4
MIB1	TENT4B
LINC01900	AC246680.1
LINC01900	AL590079.1
LINC01900	SLC27A2
LINC01900	MYLK3
ANKRD29	SLC6A11
ANKRD29	TMEM44
ANKRD29	ABCG4
LAMA3	AP000688.3
OSBPL1A	DISP3
KCTD1	SMAD1
KCTD1	BEND6
KCTD1	EFCAB10
KCTD1	APBA1
KCTD1	QSOX2
KCTD1	AL731567.1
KCTD1	GPCPD1
AQP4-AS1	AC114689.3
AQP4	ATP1B2
AQP4	APOE
CDH2	DPP6
GAREM1	PLCD1
CCDC178	NAA11
CCDC178	ENPEP
CCDC178	AC007923.4
ASXL3	SPSB2
ASXL3	SMUG1
NOL4	EPHA7
ZSCAN30	AC005070.3
ZSCAN30	RAB40A
ZSCAN30	ZNF596
ZSCAN30	DECR1
ZSCAN30	AC006270.1
ZNF24	TMED5
ZNF24	SIKE1
ZNF24	AC099669.1
AC016493.1	AC119396.1
CELF4	LHX2
RIT2	CHRM2
LINC01478	GAB3
LINC01478	BBOX1-AS1
LINC01478	FAH
LINC01478	MT4
SETBP1	SLC8A1-AS1
SETBP1	ADAMTS12
SETBP1	TENM4
SETBP1	AC024909.1
SLC14A2	TAPBPL
KATNAL2	TNFSF4
KATNAL2	ZFP2
CTIF	A2ML1-AS1
CTIF	LINC01586
CTIF	RRP7A
AC048380.1	MROH9
AC100778.3	AC079610.2
MYO5B	AL024498.2
MYO5B	CFAP53
CXXC1	ATXN7L2
CXXC1	AC090360.1
AC091551.1	AL078459.1
AC091551.1	AC025887.2
LINC01630	CNIH3
LINC01630	AC012447.1
LINC01630	LINC00877
LINC01630	BTN3A2
LINC01630	ASB4
LINC01630	MIR181A2HG
LINC01630	IRF7
LINC01630	AP003733.3
LINC01630	AL358335.2
LINC01630	PYCR1
LINC01630	RPRD1B
LINC01630	AC020907.1
POLI	DELE1
POLI	AC124947.1
STARD6	LINC02278
CCDC68	IGDCC4
CCDC68	SHCBP1
CCDC68	GJC1
CCDC68	RHPN2
TCF4-AS2	SPACA5
TCF4-AS2	AC104982.1
AC022031.2	SMYD1
ST8SIA3	DAPK1
ST8SIA3	ARHGAP20
ATP8B1	NUCB1-AS1
MALT1	FOXO6
ZNF532	NDUFAF7
ZNF532	METTL6
ZNF532	LRIG1
ZNF532	PI4K2B
ZNF532	AL359643.2
ZNF532	HCCS
ZNF532	ATG4A
ZNF532	PLPP6
ZNF532	AP001267.2
ZNF532	F10
ZNF532	ZNF689
ZNF532	RSPRY1
ZNF532	PIGW
ZNF532	TUBG1
ZNF532	RPS6KB1
AC113137.1	KIAA2012
RNF152	AC105094.2
TNFRSF11A	TTC34
TNFRSF11A	AL136382.1
TNFRSF11A	RNF182
TNFRSF11A	AC138512.1
ZCCHC2	CPT2
ZCCHC2	AL592295.4
ZCCHC2	RN7SL832P
ZCCHC2	AC080013.5
ZCCHC2	DIAPH1
ZCCHC2	RPS10-NUDT3
ZCCHC2	AGAP3
ZCCHC2	PACS1
ZCCHC2	RBM14-RBM4
ZCCHC2	ATF1
ZCCHC2	ALKBH2
ZCCHC2	AL139384.1
ZCCHC2	OR4N2
ZCCHC2	AL136295.3
ZCCHC2	AC068724.3
ZCCHC2	AC012170.3
ZCCHC2	GSDMB
ZCCHC2	SMG9
ZCCHC2	THAP7-AS1
SERPINB7	CFAP47
SERPINB8	LINC01924
AC110597.3	AC087521.2
AC110597.3	AC109460.2
CD226	BATF3
CD226	AC097515.1
CD226	SEPT7-AS1
CD226	AC008014.1
CD226	PIK3IP1-AS1
AC091138.1	AL117190.2
C18orf63	AL928970.1
CNDP1	C1orf112
CNDP1	GLUL
CNDP1	TRUB2
CNDP1	C11orf96
ZNF407	AL109811.4
ZNF407	MYSM1
ZNF407	SRBD1
ZNF407	RBM45
ZNF407	NAB1
ZNF407	KCTD18
ZNF407	RPE
ZNF407	CCDC50
ZNF407	CTBP1-DT
ZNF407	ZCCHC4
ZNF407	TBC1D19
ZNF407	CHIC2
ZNF407	CEP120
ZNF407	ZNF354C
ZNF407	MAPK13
ZNF407	AL596202.1
ZNF407	RAPGEF5
ZNF407	FAM156A
ZNF407	C9orf147
ZNF407	MAPKAP1
ZNF407	ZNF195
ZNF407	TMEM135
ZNF407	PARP11
ZNF407	DERA
ZNF407	SUDS3
ZADH2	TSHZ1
ZADH2	MATN4
LINC00908	EXD1
AC093330.1	RTCA-AS1
AC093330.1	CTAGE1
AC093330.1	AC245884.1
LINC01896	SALL3
ATP9B	RAB13
ATP9B	SRGAP3
ATP9B	LIN54
ATP9B	CCND3
ATP9B	RPS6KA2
ATP9B	KIAA1324L
ATP9B	DLC1
ATP9B	GGH
ATP9B	UBE2L6
ATP9B	USP6NL
ATP9B	DHTKD1
ATP9B	SLC39A12
ATP9B	ETFA
CTDP1	AL158063.1
SOX12	UBQLN4
SOX12	LRFN4
SOX12	SP2-AS1
C20orf202	AC068658.1
RAD21L1	ESRRB
SNPH	SLC25A22
SNPH	FAM57B
SNPH	RIMS4
SNPH	IGLON5
SDCBP2-AS1	MORN1
SDCBP2-AS1	AC008438.2
SDCBP2-AS1	AC106038.1
SDCBP2-AS1	C9orf170
AL117335.1	LINC01786
AL117335.1	PSMG4
AL117335.1	UBR5-AS1
AL117335.1	AC073863.1
AL117335.1	C21orf58
TMC2	ZNF343
IDH3B	ABCF3
EBF4	ASAP3
MRPS26	SRM
MRPS26	POLR3GL
MRPS26	NCBP2-AS2
MRPS26	BLOC1S4
MRPS26	NEU1
MRPS26	MAPKAPK5-AS1
MRPS26	MZT1
MRPS26	SEPHS2
MRPS26	FARSA
MRPS26	YDJC
MRPS26	TFIP11
UBOX5-AS1	C5orf66
UBOX5-AS1	AC024075.3
UBOX5-AS1	TYMP
DDRGK1	NDUFS2
DDRGK1	SARAF
DDRGK1	BMS1P14
DDRGK1	SF3B2
DDRGK1	KNOP1
DDRGK1	LINC01476
DDRGK1	AC008403.3
DDRGK1	KMT5C
SPEF1	GRM2
AL353194.1	SNAPC5
SLC23A2	DGKD
SLC23A2	RASA3
SLC23A2	L3MBTL1
GPCPD1	ODC1
GPCPD1	ZNF442
CHGB	SST
CHGB	NRN1
CHGB	AKAP12
PLCB1	ADGRL2
PLCB1	PLPPR5
PLCB1	RALGPS2
PLCB1	ZDBF2
PLCB1	PCDH7
PLCB1	MAN1A1
PLCB1	TTC39B
LAMP5	CXCL14
LAMP5	LRTM2
LAMP5	WIF1
LAMP5	PCDH8
LAMP5	CA4
SNAP25	MLLT11
SNAP25	C3orf80
SNAP25	CPLX1
SNAP25	UBE2QL1
SNAP25	PRKAR1B
SNAP25	GPRASP2
SNAP25	LY6E
SNAP25	DIRAS2
SNAP25	DKK3
SNAP25	NDRG4
SNAP25	DIRAS1
SLX4IP	ATP13A4
SLX4IP	ZDHHC21
AL035448.1	PM20D1
AL035448.1	AC064874.1
AL035448.1	AC069272.1
AL035448.1	AC022973.2
AL035448.1	AC008686.1
TASP1	IER2
MACROD2	GOLGA8A
KIF16B	COL28A1
KIF16B	LINC00630
KIF16B	C9orf152
KIF16B	MRC1
KIF16B	RPGRIP1L
KIF16B	TRPV3
KIF16B	ZNF519
KIF16B	AL390198.1
SNRPB2	ZNF589
SNRPB2	AC106707.1
DSTN	HTATSF1
MGME1	AC090061.1
PET117	KF456478.1
PET117	CHKB-DT
SMIM26	AC005696.1
SMIM26	NDUFA13
AL121900.1	AC016747.2
AL121900.1	AC125793.1
SLC24A3	PLEKHG5
SLC24A3	USH2A
SLC24A3	AC011247.1
SLC24A3	AC019197.1
SLC24A3	LINC01090
SLC24A3	RBM47
SLC24A3	MTTP
SLC24A3	FYB1
SLC24A3	COL23A1
SLC24A3	FAM110B
SLC24A3	DAPK1
SLC24A3	GRIN3A
SLC24A3	YAP1
SLC24A3	MKX
SLC24A3	HPSE2
SLC24A3	NETO2
SLC24A3	RAP1GAP2
SLC24A3	RAB37
SLC24A3	GNAL
SLC24A3	LAMA3
SLC24A3	IL27RA
SLC24A3	PCDH11Y
RIN2	AL121761.1
CRNKL1	ARL14EP
RALGAPA2	TPMT
RALGAPA2	ARMCX1
RALGAPA2	ADARB2
RALGAPA2	AP001347.1
LINC00237	ENPP5
LINC00237	ZNF492
KIZ-AS1	COL6A6
KIZ-AS1	AC002429.2
KIZ-AS1	AP000462.3
KIZ-AS1	AC022395.1
KIZ-AS1	AC090531.1
KIZ-AS1	AL049870.3
KIZ-AS1	AL035658.1
KIZ-AS1	MIR155HG
LINC01727	AC007879.3
CST3	VIM
CST3	GJB6
CST3	CLDN10
CST3	APOE
SYNDIG1	TAF1B
SYNDIG1	RASGRP3
SYNDIG1	EPB41L4A
SYNDIG1	AC007262.2
SYNDIG1	SYNE3
SYNDIG1	ZNF780B
ZNF337	APAF1
ZNF337	AC008758.4
AL031673.1	AC104411.1
ID1	ZNF823
BCL2L1	NDE1
AL117381.1	CBY3
AL117381.1	AC104532.2
XKR7	AC021205.3
XKR7	AC127070.2
EIF2S2	ATP6V1G2
ASIP	CPED1
MAP1LC3A	TMEM139
MAP1LC3A	MDK
ACSS2	LINC02210-CRHR1
GSS	LINC00571
MYH7B	MKS1
MYH7B	HNRNPL
PROCR	AL157871.1
MMP24	AL365356.1
MMP24	TNFAIP8L1
MMP24	AC012313.6
ERGIC3	PAQR7
SCAND1	ZNF593
SCAND1	ZNHIT2
SCAND1	MSRB1
NORAD	DAG1
NORAD	VMA21
NORAD	KBTBD6
NORAD	ORMDL3
NORAD	RTL6
NORAD	HSPA13
EPB41L1	VAMP8
EPB41L1	PDE6B
EPB41L1	VASH1
EPB41L1	AP005329.1
EPB41L1	AL121895.1
MYL9	TAF1A-AS1
SAMHD1	FRMPD1
MROH8	PAPPA2
MROH8	HSPA14-1
NNAT	DLK2
NNAT	SLCO1C1
CTNNBL1	FCRLB
CTNNBL1	MARCH8
RPRD1B	AL589702.1
RPRD1B	FAM126A
RPRD1B	CEP83
RPRD1B	SNX33
RPRD1B	NLRC3
KIAA1755	AC087623.2
KIAA1755	NQO1
KIAA1755	CUEDC1
KIAA1755	PTOV1-AS1
SLC32A1	DIRAS3
SLC32A1	AMER3
SLC32A1	MEPE
SLC32A1	C5orf49
SLC32A1	HSPB3
SLC32A1	VIP
SLC32A1	HTR5A-AS1
SLC32A1	PNOC
SLC32A1	CRH
SLC32A1	ASS1
SLC32A1	AL583859.2
SLC32A1	TMEM233
SLC32A1	B3GNT4
SLC32A1	CCNA1
SLC32A1	ASB2
PPP1R16B	PIK3C2B
PPP1R16B	TMEM63A
PPP1R16B	FAM178B
PPP1R16B	DPH3
PPP1R16B	PRR7-AS1
PPP1R16B	SNX3
PPP1R16B	SERAC1
PPP1R16B	AGPAT4
PPP1R16B	JAZF1
PPP1R16B	TSPAN15
PPP1R16B	ADAMTS14
PPP1R16B	HIP1R
PPP1R16B	TTC7B
PPP1R16B	MYO1E
PPP1R16B	PSMC3IP
PPP1R16B	MPP2
PPP1R16B	ACSS2
PPP1R16B	ZNF135
PPP1R16B	MICALL1
PPP1R16B	EVA1C
PTPRT	PXDN
PTPRT	KCNG3
PTPRT	AC010127.1
PTPRT	SGPP2
PTPRT	NYAP2
PTPRT	LINC01811
PTPRT	FRAS1
PTPRT	EMB
PTPRT	COL12A1
PTPRT	SAMD5
PTPRT	AL033504.1
PTPRT	COL26A1
PTPRT	AL442647.1
PTPRT	HS6ST2
PTPRT	FGF13
PTPRT	AC069133.1
PTPRT	MSC-AS1
PTPRT	SUSD1
PTPRT	ANO3
PTPRT	SLC22A10
PTPRT	PKNOX2
PTPRT	PFKP
PTPRT	PCDH15
PTPRT	PAPSS2
PTPRT	SORCS1
PTPRT	ABLIM1
PTPRT	GLT1D1
PTPRT	DACH1
PTPRT	MAP3K9
PTPRT	U91319.1
PTPRT	HS3ST2
PTPRT	ANKRD29
PTPRT	RNF165
PTPRT	KIAA1671
PTPRT	CACNG2
Z98752.3	TFAP2E
Z98752.3	AC035140.1
Z98752.3	GUCA1B
Z98752.3	AC005332.8
